review_id,user_name,sentiment_confidence,negative_reason,negative_reason_confidence,airline_name,review_text,thumbup_count,review_coordinates,review_timestamp,review_city,user_timezone
570118668551458816,sherscott,0.6687,,0,Qantas,and btwn gate a &amp; a I lost a diamond earring #dayjustgotWORSE! Pls have maintenance look for it!! http://t.co/UieSRGHHO,0,,23/2/2015 23:10,Houston,Central Time (US & Canada)
569289836995190784,awitsportsfreak,0.7065,,,Qatar Airways,"#ShoutOut Kristie(sp?) from Gate @ PVD today. She's a #RockStar, was a tremendous help in a tough situation. #PromoteThatGirl",0,"[41.72221977, -71.44574004]",21/2/2015 16:17,"Wisconsin, Arizona and...",Pacific Time (US & Canada)
569522479049400320,corybronze,1,Bad Flight,0.6952,Qatar Airways,"My family, friends and colleagues will NEVER fly USAir again. Bad weather happens. The good airlines seem to communicate better.",3,,22/2/2015 7:41,,
567821528424845312,mrsmjem,0.6804,,0,Singapore Airlines,"we have just landed, thank you anyway. Btw, flight staff on flight were wonderful despite their full day and heavy load.",0,,17/2/2015 15:02,CT,Quito
568567970450055170,markjohnson319,1,,,Singapore Airlines,A landing in February of . #avgeek #warmweather https://t.co/KaejGCHd,0,,19/2/2015 16:29,"Dallas, TX",
568072079096061952,cej1124,1,,,Lufthansa,"Ahhhh! Sorry, just followed.",0,,18/2/2015 7:38,"Austin, TX, USA",Central Time (US & Canada)
569628323443318785,isainsbury,1,Can't Tell,0.3401,Qantas,the ticket is a poor gesture of goodwill (for missed trip) to a top status flyer - I may not next time (AA LHR-ORD /),0,,22/2/2015 14:42,"Great Abington, Cambridge, GB",London
569849295786127360,daknadler,0.6452,Can't Tell,0.6452,Qatar Airways,": When You've Got to Get There, We've Got Excuses! #usairwaysfail",0,,23/2/2015 5:20,Jacksonville,Eastern Time (US & Canada)
568198336651649027,GenuineJack,1,,,Singapore Airlines,I'll pass along the advice. You guys rock!!,0,,18/2/2015 16:00,Massachusetts,Central Time (US & Canada)
568434482270707712,heatherbeckel,1,,,EgyptAir,Just bought tix for ATX - Dallas route - thanks for adding that! Love yr airline &amp; yr website is BEST transactional site EVER,0,,19/2/2015 7:38,ATX,Central Time (US & Canada)
568766295761682432,m1ss_DefJam,1,,,Singapore Airlines,haha no need to apologize I'll be Flight Booking Problems sooner than Late Flightr. I love JetBlue,0,,20/2/2015 5:37,Orlando - ΜΣΥ,Eastern Time (US & Canada)
569152201278525440,amyvenezia,1,Customer Service Issue,1,Lufthansa,been on hold for / hrs. Can't get airport flight icy country backroads! Help pls? Can a human answer? #BNA,0,,21/2/2015 7:10,The Universe,Pacific Time (US & Canada)
568945122961784833,Bob_Dickson,1,Late Flight,0.6246,Lufthansa,"hours???? Sorry don't get it. Oh well. Screw the weekend in Az right? Eat the hotel, no problem.",0,,20/2/2015 17:27,,Central Time (US & Canada)
569243676594941953,LisaKothari,1,Can't Tell,0.353,Emirates,No wonder the cabin is filthy. #badservice,0,"[37.61782989, -122.39172299]",21/2/2015 13:14,Seattle WA,Pacific Time (US & Canada)
569985838689456128,ciaoholly,1,Cancelled Flight,0.6939,Qatar Airways,"do you operate ANY flights without maintenance issues? Flights in/out of DCA Cancelled Flighted, this is getting old. Update fleet pls!",0,,23/2/2015 14:23,NYC,
568815660815519744,riad_otoum,1,Can't Tell,1,Emirates,or I'm sure her business will go else where for airline travel. Her name is Kathryn Sotelo,0,,20/2/2015 8:53,"Louisville, KY",
569857037477158912,StephanSDalal,1,Can't Tell,0.6732,Qatar Airways,": I relied on US Airways, and that was my mistake. Awful customer experience.",0,,23/2/2015 5:51,,
570268326250745856,hooton,0.667,Cancelled Flight,0.667,Qantas,my flight to DFW from LIT on my way to PDX tomorrow was Cancelled Flighted. Can you help me?,0,,24/2/2015 9:05,"Little Rock, AR",Central Time (US & Canada)
569830265364701184,nicoleleigh85,1,Customer Service Issue,1,Emirates,very poor customer service. I WILL think again befor Flight Booking Problems another United flight.,0,,23/2/2015 4:04,Sheboygan,
568450017649778688,melanie_seibert,1,,,Emirates,Joni did a great job on flight to LAX. Thanks for a great flight.,0,,19/2/2015 8:40,Texas,Central Time (US & Canada)
569261989735718914,untalMontfort,1,Damaged Luggage,1,Emirates,A broken luggage and a mild case of food poisoning from UA LHR-IAH. Who can I email about this?,0,"[19.41622708, -99.16143525]",21/2/2015 14:26,"Mexico City, Mexico",Central Time (US & Canada)
570250252382416896,kdtwill,1,,,Lufthansa,traditionally used sledge hammer - low $ taking share from driving | now scalpel approach through data science #ANAmarketers,0,,24/2/2015 7:53,"Austin, Texas",
568828267660054528,ljordan,1,,,Lufthansa,thanks for the info and the quick response!,0,,20/2/2015 9:43,"Austin, TX",Central Time (US & Canada)
568631189856264192,BorjaAngoitia1,1,,,Singapore Airlines,"Great Thank you, lets hope so! Could you please notify me if flight leaves JFK? Thank you again",0,,19/2/2015 20:40,,
570018079993937920,CharlieGMoney,0.6482,Customer Service Issue,0.3294,Emirates,So you are inadequate by accident?,1,"[40.68545235, -74.18374208]",23/2/2015 16:31,"Chicago, IL",
569117696610185217,BenBell22,1,Customer Service Issue,1,Emirates,coupled with self-service policies/cost cutting exacerbates the noted issues. (/),0,,21/2/2015 4:53,,Eastern Time (US & Canada)
570255201069899776,StrongerOrgs,1,Late Flight,0.6685,Qantas,Can't unload flight # because jetway is broken. #steps #planB? #waiting nearly an hour,0,,24/2/2015 8:13,Texas,Central Time (US & Canada)
568056439291256832,javadogs,0.6567,,0,Emirates,did not get names...Dallas flight and Chicago,0,,18/2/2015 6:36,,
569341641200439296,dgruber1700,1,Late Flight,1,Singapore Airlines,can we get a honest update on departure of flite . Been on plane with infant children,0,,21/2/2015 19:43,,
568812046747201537,snellbell,1,Lost Luggage,1,EgyptAir,"lost my luggage days ago on flight VX from LAX to IAD &amp; I'm calling every day, no response.Please give me back my stuff",1,,20/2/2015 8:38,,Quito
569594026732740609,TomGasparetti,1,Customer Service Issue,0.6275,Qantas,ahhhh your silence is golden now. This tops it all. Anyone get fired?,0,,22/2/2015 12:26,,
570023071698055168,nbhdsheila,0.6774,Bad Flight,0.3441,Emirates,landed in Boston at last night. The hours of traveling was rough tho.,0,,23/2/2015 16:51,Boston,Eastern Time (US & Canada)
567784773780013057,Champa24,0.6507,,,Qatar Airways,nice touch with using my first name. Very intimate. I'll be filing a claim soon to be reimbursed. Have a us airways day!,0,,17/2/2015 12:36,,
570021075355963392,bartha75,0.6803,Customer Service Issue,0.6803,Emirates,"also, the mere fact that I have to go online to issue a statement vice calling and talking to some directly is one good example.",0,"[0.0, 0.0]",23/2/2015 16:43,san diego,
568864286266814465,KaylaRose__,1,,,Singapore Airlines,I will. Thank you!,0,,20/2/2015 12:06,,Eastern Time (US & Canada)
567820647465803776,shipge,1,Late Flight,1,Qatar Airways,It was US . The gate was open after about mins waiting. What a great way to finish an hour delayed arrival!!,0,,17/2/2015 14:59,Chicago,Central Time (US & Canada)
567897030934269952,mypumpkinheads,1,,,Singapore Airlines,flight . EWR to FLL,0,,17/2/2015 20:02,,Eastern Time (US & Canada)
567729416231321600,laurenaddell,1,Customer Service Issue,1,Lufthansa,I've been on hold with customer service for over an hour. Can you help?!,0,,17/2/2015 8:56,"New York, New York",Eastern Time (US & Canada)
569275566077165568,SallyM0nster,1,,,Emirates,"hey, I missed my outbound flight - can I still use my return ticket?",0,,21/2/2015 15:20,Muswell Hill,London
569380376709238784,JustinRosentha,1,,,Singapore Airlines,Alright I hope. My JetBlue app is showing a change in my seats and online shows an a. Don't want any surprises,0,,21/2/2015 22:17,New York,
570246490473566208,NecroticDoctor,0.6458,Customer Service Issue,0.6458,Lufthansa,Is there a way to receive a refund on a trip that was Cancelled Flight online instead of calling? Your phone lines are super busy.,0,,24/2/2015 7:38,Trapped in Baltimore.,Atlantic Time (Canada)
568179591480811521,AlexSenchak,0.6598,Flight Attendant Complaints,0.3608,Emirates,thanks! Makes sense. Just annoying that it can't be determined better.,0,,18/2/2015 14:45,"Boston, MA ",Atlantic Time (Canada)
569870442388983808,ashwatson3,1,Customer Service Issue,0.6902,Qatar Airways,you would rather a while plane get exposed to a nasty contagious virus then work wth me to get my flight changed to a Late Flightr date,0,,23/2/2015 6:44,,
569978315072610304,DigitalEdMom,1,,,Qantas,. Just landed in LIT.,0,,23/2/2015 13:53,Wisconsin,Central Time (US & Canada)
567765690589790208,clarelanusse,1,Flight Attendant Complaints,0.3511,Lufthansa,your gate agent re-routed an impossible itinerary and we had to find a new airline to get us home. Super bummed about this,0,,17/2/2015 11:21,,Pacific Time (US & Canada)
568437189694111744,Tostie,0.6513,Bad Flight,0.3288,Singapore Airlines,Apparently the pilot had made some announcement about engine trouble and losing fuel too quickly.,0,,19/2/2015 7:49,"Waltham, MA",Eastern Time (US & Canada)
568382154071089154,stevengcpa,0.6811,,,EgyptAir,a brilliant brisk am in Boston in cue for vx http://t.co/rMZNIVGmg,0,,19/2/2015 4:10,California,Pacific Time (US & Canada)
569850912451072000,whyemes,1,Customer Service Issue,0.7225,Qantas,stiiiil waiting. Please respond as my flight leaves in / hrs,0,,23/2/2015 5:26,,
569691767953436674,GabiLieberman,1,Customer Service Issue,1,Lufthansa,"I need to Cancelled Flight one leg of a flight, but can't seem to do this online. Been on hold on the phone for minutes. Any help?",0,,22/2/2015 18:54,Chicago by way of California,Central Time (US & Canada)
569615444300185600,kat_lilfish,1,Cancelled Flight,1,Qantas,"Cancelled Flights my flight, doesn't send an email, text or call. Now I'm stranded in Louisville.",0,,22/2/2015 13:51,,
567874858815733761,Trufflebaby2,0.6465,Lost Luggage,0.6465,Singapore Airlines,bag is supposedly here in Boston,0,,17/2/2015 18:34,,
569966909019398144,teamcrafty,1,Customer Service Issue,1,Emirates,Does customer care have email or a phone rep that I can speak with? We had so many issues they can't be placed in characters?,0,,23/2/2015 13:07,Grand Rapids,Quito
569341769114128386,suntoshi,1,Flight Attendant Complaints,0.6666,Emirates,the lounge tells us they have no pillows for my grandma as one of the ladies opens the closet and I see right there. #unitedlies,0,,21/2/2015 19:43,"Bedford, Nh",Eastern Time (US & Canada)
570081513087369216,showbiz411,1,Lost Luggage,1,Qantas,you are beyond redemption. Jfk. Baggage claim looks like a luggage warehouse,0,,23/2/2015 20:43,"New York, NY",Eastern Time (US & Canada)
568847512372514816,crj_lll,1,,,EgyptAir,what is your policy on flying after surgery?,0,,20/2/2015 10:59,"Las Vegas, NV",Pacific Time (US & Canada)
569699471954587648,bricon67,1,Late Flight,1,Emirates,# now going in min waiting for other plane to vacate gate. #findanothergate,0,,22/2/2015 19:25,"ÜT: 33.987103,-118.399024",
569715860241129472,pet1713,1,Lost Luggage,1,Qantas,that luggage you forgot...#mia.....he just won an oscar,0,"[30.0555099, -95.165959]",22/2/2015 20:30,Houston TX,Eastern Time (US & Canada)
568807823187976193,SMHillman,0.6667,,,Singapore Airlines,I'm #MakingLoveOutofNothingAtAll on my #brandloveaffair to #LAX https://t.co/kdHRUFsW,0,,20/2/2015 8:22,"New York, NY",Eastern Time (US & Canada)
570089091276128258,LaRoseKayla,0.3569,,0,Lufthansa,"you should have assigned seating, because now my cousin &amp; I probably can't sit together on our flight tomorrow.. Thanks.",1,,23/2/2015 21:13,,
568482412990218241,EmmaTyrer,0.6667,Customer Service Issue,0.6667,Qatar Airways,My flight cost me just under $ and this is what happens? I fly with and have no problems. I come the US - times...,0,,19/2/2015 10:49,"Liverpool, UK",London
569016065600008193,scottydont11,1,Late Flight,1,Qatar Airways,Not only did u lose the flight plan! Now ur flight crew is FAA timed out! Thx for havin us sit on the tarmac for an hr! #Pathetic,0,,20/2/2015 22:09,"El Paso, TX",Mountain Time (US & Canada)
569664849522925569,unusualcards,1,Flight Booking Problems,0.3709,Emirates,I was. But I have given up.,0,,22/2/2015 17:07,"Portland, OR",
569678620878376960,NickLeghorn,1,Customer Service Issue,1,Qantas,"FYI twice now I've tried the ""we'll call you when someone is free"" thing. Both times it called, I picked up, then it hung up.",0,,22/2/2015 18:02,"San Antonio, TX",
569884462051418112,61jr,1,Can't Tell,0.6887,Qantas,"- So does that mean your other flights going into Buffalo from other locations, you don't care about their safety?",0,,23/2/2015 7:40,St. Catharines,
569471541554978817,SagiRoi,1,Cancelled Flight,0.6665,Emirates,"$ ticket,h biz trvl,no wifi.Missed con flt,next one#h,missed meeting,$ food voucher,hotel chkout#,flt#,no wifi#hotel",0,,22/2/2015 4:19,,
569609590171676675,TheLoveBite,1,Lost Luggage,1,Qantas,an hour at baggage carousel and still no luggage?? Nail in the coffin.,0,,22/2/2015 13:28,"Los Angeles, CA",Pacific Time (US & Canada)
570279653337927680,sundialtours,1,,,Qantas,"""Airport snow removal method #..."" Keep up the good work folks, this is where Cessna's become 's! http://t.co/oUmCLrXDN",0,,24/2/2015 9:50,"Astoria, OR",Tijuana
569667324879511552,CommDocPA,0.6596,,,Lufthansa,That would be brighter than all the stars combined on the red carpet tonight!,0,,22/2/2015 17:17,,Eastern Time (US & Canada)
568472185993629696,eromolizzy,1,Customer Service Issue,0.6186,Qatar Airways,I've called to resolve my dividend miles issue for a week to no avail. Please advise ASAP.,0,"[40.74609464, -74.00636235]",19/2/2015 10:08,"County of Kings, NYC",Eastern Time (US & Canada)
569233554242080768,beachluvr104,1,Customer Service Issue,0.6664,Singapore Airlines,she's standing here on her cell no announcements no info #thismosaicnothappy,0,,21/2/2015 12:33,,Atlantic Time (Canada)
569815061440679937,patrickcota5,1,Customer Service Issue,0.6322,Qatar Airways,"as the employee responsible for social media content, yes u probably do care however the actions from last night say otherwise",0,,23/2/2015 3:04,,
568273310347165696,CaraModisett,0.6802,,,Qatar Airways,Will do :),0,,18/2/2015 20:58,"Memphis, Tennessee",Central Time (US & Canada)
569682062787149824,jameswester,0.6274,,0,Qantas,And gold status too.,0,,22/2/2015 18:16,DFW,Central Time (US & Canada)
569670147893383168,BobTheBruin,1,Customer Service Issue,1,Qantas,"Been trying to call all day, get hung up on every time. Your guys are horrible!",0,,22/2/2015 17:28,,
568923827788505088,bodoughty,1,Late Flight,1,Lufthansa,here we go again. Delayed in Chicago why offer the flight if you never intend to fly it,0,,20/2/2015 16:03,,
568495601471647745,ravulapati,1,,,Lufthansa,and on / and and on /th.,0,,19/2/2015 11:41,"Round Rock, TX",Hawaii
568800389903962112,Azraellius,1,Cancelled Flight,0.3467,Emirates,haha and you have to clean a plane that was held overnight in a hangar. Sounds lovely. Also don't lie on screensand say it's weather,0,,20/2/2015 7:52,"Orlando, FL",Eastern Time (US & Canada)
569602278988120064,mrpearson3rd,1,Customer Service Issue,0.6701,Lufthansa,I was trying to find airfare for my family. Your prices are ridiculous! Almost $ more than . #notmadeofmoney,0,,22/2/2015 12:59,,
569799053690556418,flemmingerin,0.6564,,0,Qantas,if you could let me know where I'm staying tonight (if you've booked anything) that would be great. Do I have to go to the,0,,23/2/2015 2:00,San Diego,
569672448716742656,Tee_peterson,0.6713,,0,Singapore Airlines,"I'll be checking often. Most probably when they hand the oscars out to the nerds, geeks and badly dressed.",0,,22/2/2015 17:37,Canadian planted in USA,
568261172610220033,Atrain_8,1,Customer Service Issue,0.6526,Emirates,"what you did was illegal and a breach of contract. I will be in touch but not through your ""customer feedback""",2,,18/2/2015 20:09,,
569336402401472512,Colettod,0.6988,Cancelled Flight,0.3695,Emirates,Wife and I have two new destinations and I'm stuck in DC until Monday with no bags,0,,21/2/2015 19:22,"Ottawa, ON",Eastern Time (US & Canada)
569528105557053442,smw04,1,Customer Service Issue,0.7013,Qatar Airways,"""That's unusual"" means we screwed up but will never admit to it! #GoingForGreatnessFAIL",0,,22/2/2015 8:04,,Atlantic Time (Canada)
567871270014025728,Lionheart_Lisa,1,Late Flight,0.6502,Lufthansa,Why won't you let me leave Newark!?,0,,17/2/2015 18:20,Hanging with Carmen Sandiego.,Central Time (US & Canada)
569704164743376896,joerago,0.6945,Customer Service Issue,0.6945,Qantas,"Yes, but should be able to get a push notification via the app if Im logged in and on a trip. Email/text is so .",0,,22/2/2015 19:43,"Chicago, IL",Central Time (US & Canada)
567731485894270977,applecor2,1,Late Flight,0.6806,Emirates,sat at airport for hrs still sitting at gate.. Sigh,0,,17/2/2015 9:05,,Mountain Time (US & Canada)
569951879825907713,AnnCompton,1,,,Lufthansa,Your Terry is our hero! Got my husband back thru security to retrieve cellphone left on plane in Austin. Terry # U Rock!,1,,23/2/2015 12:08,WashingtonDC,Eastern Time (US & Canada)
569706873525391360,monumentsinking,1,Late Flight,0.7059,Qantas,. Flight Delayed / Flight You sold my seat / flight strand me in PHX for three hours. Thanks for the memories,0,,22/2/2015 19:54,PDX JFK SFO BDL,Pacific Time (US & Canada)
569459618881019905,NewsSWA,1,,,EgyptAir,to jump into the Dallas-Austin market - http://t.co/EwwGigdx,0,,22/2/2015 3:32,FL410,Sydney
568796187299606528,mjmena001,0.6927,Customer Service Issue,0.6927,Qatar Airways,"I fly quite a bit, and it's not difficult to communicate. If agents let people know what's happening, arrangements can be made",0,,20/2/2015 7:35,West Palm,
569623961224351744,TejasGooner,1,,,Qantas,your message was delayed I just responded,0,,22/2/2015 14:25,The Republic of Texas,Central Time (US & Canada)
569616362223628289,BridleCharlotte,1,Customer Service Issue,0.6920000000000000,Qantas,"That's a complete cop out! U ask what the issues are, then do nothing about it. How are we supposed to sort the situation now?",0,,22/2/2015 13:54,,
568056050877919232,luvthispayne,1,Customer Service Issue,0.6759,Lufthansa,This experience was the worse flying experience I've ever had. To be met w/ contempt from your Customer Service makes it worse,0,,18/2/2015 6:34,Somewhere over the rainbow.,Atlantic Time (Canada)
569036471232892929,traciglee,0.6742,,,Singapore Airlines,", SMF to JFK!",0,,20/2/2015 23:30,"New York, NY",Eastern Time (US & Canada)
569091378438746112,mutantgatto,0.6394,,,Singapore Airlines,word thanks,0,,21/2/2015 3:08,ravioli,Eastern Time (US & Canada)
569641686101585921,rikrik__,1,,,Emirates,": What made you come to this? Can we help you with anything? ^JP free tickets , for the i convince .",0,,22/2/2015 15:35,Saint Louis,Central Time (US & Canada)
569532310716080129,ajbohman,1,Late Flight,1,Emirates,you guys are horrible! First we get stuck in the snow for a hr in ewr now sitting in cmh saying it could be min for a gate,0,,22/2/2015 8:20,Irving Texas,
568417151176060929,Brennej,1,Cancelled Flight,0.6863,Emirates,"- vacation days: relevant, Ritz in PR for the night: $, losing a day to idiots and sleeping at the Newark ramada; #priceless",0,,19/2/2015 6:29,,
569615736387325952,Ekanewilliams,1,Bad Flight,0.3487,Lufthansa,baggage delivery at BWI very delayed and unnecessarily chaotic. Disappointing after a long trip! From a frequent traveler,0,,22/2/2015 13:52,"Washington, DC",
568206634758983681,Alealmrivas,1,Can't Tell,1,Singapore Airlines,u suck Big Donkey Balls!,0,,18/2/2015 16:33,Dominican Republic,Mountain Time (US & Canada)
568178422175948801,TranmereStu,1,,,Singapore Airlines,"I flew to San Francisco from Fort Lauderdale with you last year, had a fantastic time so would like to go back !",0,,18/2/2015 14:41,Wirral England,
569256055781240832,kenzieellis,0.3402,Customer Service Issue,0.3402,Emirates,please don't take my membership away :(,0,,21/2/2015 14:03,,Eastern Time (US & Canada)
569086048388538368,jsanner2,1,Customer Service Issue,0.6566,Lufthansa,Any plans to implement a call-back system on your reFlight Booking Problems line? Been on hold for over an hour now...,0,,21/2/2015 2:47,,
568257392195936259,tmiw,0.6421,,,Qatar Airways,any plans to support #ApplePay on board? I have the USAirways MC and it would be nice to still use it if I forget the card.,0,,18/2/2015 19:54,"San Diego, CA",Pacific Time (US & Canada)
569592626300751873,AbbieBjugstad,1,,,Emirates,Do you have Bereavement discount on airfare as my grandfather just passed and need to attend his funeral this week.,0,,22/2/2015 12:20,,
569595245945597952,danielbyrnes,1,Customer Service Issue,0.6715,Emirates,trying to check in for tomorrow's flight. website keeps timing out. what's up?,1,,22/2/2015 12:31,QCϟDC,Central Time (US & Canada)
570206113783795713,peterbarth,1,Late Flight,1,Qatar Airways,pretty sure we didn't actually take off at : http://t.co/vuxfrUnu,0,,24/2/2015 4:58,"Greenville, SC",Eastern Time (US & Canada)
570068045500194816,djcheros,0.6372,,0,Singapore Airlines,try harder. Take a winners attitude to your work.,0,,23/2/2015 19:49,"Portland, Maine",Eastern Time (US & Canada)
568793043664560128,Amybabic,1,Flight Booking Problems,0.6733,Emirates,nd time in a row I've been over charged by 's of $$ on my plane ticket WHY? #united I shouldn't have to check my CC everytime,0,,20/2/2015 7:23,"New York, Ny",
568859651980156928,JustinMeyerKC,0.6632,Can't Tell,0.3368,Lufthansa,Includes : Inclement weather may impact scheduled service in. ReFlight Booking Problems options available: http://t.co/KeyrpFlHil,0,,20/2/2015 11:48,"Kansas City, MO",Eastern Time (US & Canada)
570302358242115584,JohnMHaaland,0.7047,,,Qantas,thanks,0,,24/2/2015 11:20,New York Tri-State,Eastern Time (US & Canada)
569596034059358208,sejaffe,1,Lost Luggage,1,Qatar Airways,"don't need this link, after getting a person u now say u don't know where bags are. Lost on a nonstop phx to jfk.",0,,22/2/2015 12:34,,
570017568964132865,jasemccarty,0.6307,Can't Tell,0.6307,Qatar Airways,very embarrassing.,0,,23/2/2015 16:29,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada)
569618440396398592,jtromano,1,Can't Tell,0.6492,Emirates,if I miss the #Oscars I'll never fly united again,0,,22/2/2015 14:03,STL,Central Time (US & Canada)
569760118591467520,chigirldc,1,Bad Flight,0.6787,Qantas,I would like to be reimbursed for my shuttle from Denver after # diversion + hours sitting in plane and mech problems,0,,22/2/2015 23:26,,Quito
569893064342437888,janetmcq,1,Cancelled Flight,1,Qantas,Thanks for the response.Tough night for all involved. Our flight got Cancelled Flightled as we started taxiing down the runway.,0,,23/2/2015 8:14,"Memphis, TN",Central Time (US & Canada)
570252666439385088,RaquelSnyderDC,1,Late Flight,1,Emirates,. What's going on with UA ? outbound flight last thurs was delayed hrs How long will this delay be? #worstunitedflightsever,0,,24/2/2015 8:03,"Washington, D.C. Metro Area",Eastern Time (US & Canada)
570115243747074048,xRaeCatherine,1,,,Emirates,I would like to know what's going on before his current flight lands.,0,,23/2/2015 22:57,,
568925711077117953,fair_island,1,,,Lufthansa,Are there any current promotions/codes for Nashville-Denver? Thank you!,0,,20/2/2015 16:10,Somewhere in Tennessee,Quito
569715908664430593,TheByronCraig,1,,,Qantas,flights out of Dallas on Tuesday are not going to be Cancelled Flightled correct?,0,,22/2/2015 20:30,Dallas | Los Angeles,Central Time (US & Canada)
568630779720417280,HolguinAndy,1,,,Lufthansa,how about some sweet promo code to help me visit my family!!!.... Please!!!... Lol,0,"[35.0557688, -78.9702049]",19/2/2015 20:38,,
570195444300718080,MarkJDiSalvo,1,,,Qantas,"oh I will, AA on speed dial",0,,24/2/2015 4:16,"Waynesville, OHIO",
569621527911485440,c_cgottlieb,1,Customer Service Issue,1,Qantas,your service is horrible. I can't get a straight answer from your ground agents.,0,,22/2/2015 14:15,"Washington, DC",Atlantic Time (Canada)
569508595181731841,kristagermanis,1,,,Lufthansa,What is the best credit card to use/open to get miles with y'all?,0,,22/2/2015 6:46,"Washington, DC",Eastern Time (US & Canada)
570174794425098241,chasefoster,1,,,Qantas,Of course you are because that's your companies job! You guys failed at it in the first place. Upgrade me and then we'll talk.,0,,24/2/2015 2:53,Nashville/Space,Central Time (US & Canada)
569894449620369408,louisjenny,1,Customer Service Issue,1,EgyptAir,is anyone doing anything there today? Website is useless and no one is answering the phone.,0,,23/2/2015 8:19,Washington DC,Quito
